time,signal
15.73,118.8604
15.74,111.3296
15.75,106.1642
15.76,100.1223
15.77,95.7277
15.78,88.9941
15.79,83.0814
15.8,77.6252
15.81,73.3272
15.82,66.7337
15.83,63.0229
15.84,59.0942
15.85,55.1681
15.86,51.9396
15.87,49.9897
15.88,44.7521
15.89,41.6731
15.9,38.804
15.91,35.1199
15.92,32.9438
15.93,30.615
15.94,28.9099
15.95,26.988
15.96,25.6868
15.97,24.3506
15.98,23.7241
15.99,21.4753
16.0,20.546
16.01,18.937
16.02,17.2588
16.03,17.0904
16.04,16.6531
16.05,15.1918
16.06,15.0806
16.07,13.7274
16.08,12.1881
16.09,14.511
16.1,12.0158
16.11,12.4873
16.12,10.0864
16.13,12.4335
16.14,10.8814
16.15,10.6526
16.16,11.0521
16.17,10.8721
16.18,9.71
16.19,11.7006
16.2,9.3383
16.21,11.4701
16.22,11.0975
16.23,10.628
16.24,10.4456
16.25,11.8147
16.26,10.2129
16.27,10.2
16.28,10.5184
16.29,13.1814
16.3,9.9523
16.31,10.0459
16.32,11.9574
16.33,10.3544
16.34,11.1116
16.35,10.0361
16.36,8.9546
16.37,10.635
16.38,9.1847
16.39,10.2937
16.4,10.8446
16.41,10.3391
16.42,11.6945
16.43,11.4316
16.44,11.1999
16.45,9.9853
16.46,10.943
16.47,10.7637
16.48,11.0223
16.49,11.8636
16.5,11.3289
16.51,10.7589
16.52,11.5305
16.53,11.8851
16.54,11.7985
16.55,11.9557
16.56,9.8381
16.57,11.6737
16.58,9.9186
16.59,10.9918
16.6,10.6292
16.61,10.9999
16.62,9.8799
16.63,10.1691
16.64,9.9595
16.65,9.0872
16.66,10.8985
16.67,11.5405
16.68,10.4675
16.69,10.0794
16.7,9.957
16.71,10.2903
16.72,9.7691
16.73,9.5306
16.74,12.7699
16.75,10.6131
16.76,10.8809
16.77,11.981
16.78,10.4581
16.79,10.2665
16.8,11.4134
16.81,9.2626
16.82,10.8296
16.83,11.3184
16.84,10.4303
16.85,9.6378
16.86,10.0106
16.87,10.9326
16.88,11.8007
16.89,11.5272
16.9,10.0124
16.91,11.2555
16.92,10.7431
16.93,12.2562
16.94,10.6965
16.95,11.337
16.96,10.3805
16.97,11.3761
16.98,10.6714
16.99,9.8572
17.0,11.219
17.01,10.3385
17.02,8.9866
17.03,11.4461
17.04,10.0552
17.05,11.1348
17.06,10.8289
17.07,11.228
17.08,12.1615
17.09,11.83
17.1,11.2466
17.11,10.7551
17.12,10.9119
17.13,11.1197
17.14,11.6028
17.15,10.6155
17.16,10.4019
17.17,10.8668
17.18,10.7864
17.19,10.2093
17.2,11.0946
17.21,9.9338
17.22,10.7939
17.23,10.4381
17.24,12.0871
17.25,11.3652
17.26,9.2255
17.27,11.3571
17.28,10.2387
17.29,11.4888
17.3,10.3046
17.31,10.6977
17.32,11.6871
17.33,10.3896
17.34,10.8894
17.35,10.6806
17.36,11.8013
17.37,10.9321
17.38,10.3115
17.39,11.8093
17.4,11.9732
17.41,11.3121
17.42,11.0271
17.43,10.1611
17.44,12.0606
17.45,10.3321
17.46,10.8185
17.47,12.057
17.48,10.5877
17.49,10.9141
17.5,9.5266
17.51,12.2641
17.52,11.8556
17.53,11.6883
17.54,11.9976
17.55,12.0631
17.56,10.5765
17.57,12.4803
17.58,12.4706
17.59,10.2349
17.6,11.247
17.61,11.7283
17.62,10.9797
17.63,11.5228
17.64,11.2445
17.65,11.003
17.66,11.2832
17.67,14.2207
17.68,12.4229
17.69,12.8173
17.7,12.0358
17.71,10.6313
17.72,11.9862
17.73,10.3993
17.74,11.1627
17.75,11.1747
17.76,11.3053
17.77,10.5334
17.78,11.5522
17.79,11.8357
17.8,10.9555
17.81,11.2626
17.82,13.4375
17.83,10.3832
17.84,10.8712
17.85,12.6039
17.86,12.4482
17.87,11.6374
17.88,11.2775
17.89,10.3693
17.9,11.4259
17.91,11.0817
17.92,12.0731
17.93,12.1185
17.94,12.8977
17.95,10.4868
17.96,11.5774
17.97,13.262
17.98,10.335
17.99,12.8682
18.0,10.6052
18.01,10.9467
18.02,11.3775
18.03,10.9091
18.04,13.4721
18.05,11.3585
18.06,11.7285
18.07,12.9504
18.08,11.7023
18.09,12.3382
18.1,10.9478
18.11,12.5694
18.12,12.6511
18.13,11.2046
18.14,12.5957
18.15,12.0171
18.16,13.0566
18.17,12.5235
18.18,11.9707
18.19,11.0411
18.2,12.479
18.21,13.0246
18.22,12.0124
18.23,12.4928
18.24,12.9568
18.25,11.407
18.26,13.0176
18.27,11.6676
18.28,11.2953
18.29,12.4294
18.3,12.3795
18.31,12.6472
18.32,11.8538
18.33,11.8042
18.34,10.2489
18.35,12.7078
18.36,11.8845
18.37,11.6213
18.38,11.5031
18.39,12.1976
18.4,11.143
18.41,12.4954
18.42,11.0837
18.43,12.4562
18.44,13.1488
18.45,13.3935
18.46,11.4052
18.47,12.4276
18.48,12.7987
18.49,12.9379
18.5,10.9353
18.51,12.7612
18.52,11.8986
18.53,10.5577
18.54,12.1264
18.55,11.7008
18.56,12.3327
18.57,12.4276
18.58,11.4619
18.59,12.2587
18.6,14.4017
18.61,10.1368
18.62,12.5124
18.63,13.0364
18.64,13.3322
18.65,12.7266
18.66,12.7331
18.67,12.2025
18.68,12.3118
18.69,12.3064
18.7,12.736
18.71,12.9087
18.72,12.5157
18.73,12.8862
18.74,12.5676
18.75,10.1378
18.76,12.4342
18.77,11.1206
18.78,10.3647
18.79,11.2369
18.8,12.8895
18.81,12.7859
18.82,11.6285
18.83,13.344
18.84,12.3097
18.85,12.1257
18.86,12.7881
18.87,12.4379
18.88,12.2112
18.89,11.351
18.9,13.0773
18.91,11.1677
18.92,11.8838
18.93,12.9313
18.94,12.0115
18.95,13.1634
18.96,10.9848
18.97,12.8515
18.98,10.9526
18.99,12.6884
19.0,12.4583
19.01,11.607
19.02,13.0619
19.03,13.5394
19.04,10.9969
19.05,11.7347
19.06,12.6464
19.07,12.8489
19.08,12.8833
19.09,12.0432
19.1,12.8131
19.11,12.2882
19.12,12.4805
19.13,12.0998
19.14,12.5851
19.15,11.1297
19.16,13.1121
19.17,13.1416
19.18,11.5535
19.19,12.3153
19.2,12.2968
19.21,14.0121
19.22,14.0793
19.23,12.7167
19.24,12.9395
19.25,12.8374
19.26,12.8187
19.27,12.8724
19.28,12.4906
19.29,12.3524
19.3,12.5508
19.31,13.4025
19.32,11.7521
19.33,11.8168
19.34,11.2246
19.35,12.2558
19.36,13.5627
19.37,13.5172
19.38,13.5242
19.39,12.8713
19.4,13.1618
19.41,12.6814
19.42,11.8628
19.43,11.388
19.44,12.1616
19.45,11.7886
19.46,13.2
19.47,13.1701
19.48,12.6866
19.49,13.9969
19.5,11.827
19.51,13.1228
19.52,11.9642
19.53,12.4768
19.54,12.8954
19.55,13.5153
19.56,13.8274
19.57,13.1864
19.58,11.9624
19.59,13.4851
19.6,13.546
19.61,13.4883
19.62,11.3938
19.63,12.7358
19.64,11.4082
19.65,13.8275
19.66,13.5632
19.67,14.1808
19.68,13.6326
19.69,13.2676
19.7,14.5234
19.71,13.1525
19.72,12.78
19.73,14.7114
19.74,12.7447
19.75,15.058
19.76,13.2106
19.77,13.7444
19.78,14.1682
19.79,13.5737
19.8,12.7348
19.81,13.7689
19.82,13.6307
19.83,12.9257
19.84,13.4858
19.85,13.8264
19.86,13.7728
19.87,13.496
19.88,14.2945
19.89,12.648
19.9,12.3817
19.91,12.9199
19.92,13.8144
19.93,15.0196
19.94,14.1224
19.95,13.1833
19.96,13.0867
19.97,14.754
19.98,13.2363
19.99,14.0863
20.0,13.6935
