"sample","Salt","RH","mol","RH_cryst"
"FT-01","nitromagnesite",40.5,0.00074634,39.4
"FT-01","nitromagnesite",40,0.00111271,39.4
"FT-01","nitromagnesite",39.5,0.00154896,39.4
"FT-01","nitromagnesite",39,0.00199854,39.4
"FT-01","nitromagnesite",38.5,0.00239784,39.4
"FT-01","nitromagnesite",38,0.00270831,39.4
"FT-01","nitromagnesite",37.5,0.00292565,39.4
"FT-01","nitromagnesite",37,0.00306687,39.4
"FT-01","nitromagnesite",36.5,0.00315421,39.4
"FT-01","nitromagnesite",36,0.00320662,39.4
"FT-01","nitromagnesite",35.5,0.00323747,39.4
"FT-01","nitromagnesite",35,0.00325545,39.4
"FT-01","nitromagnesite",34.5,0.00326585,39.4
"FT-01","nitromagnesite",34,0.00327185,39.4
"FT-01","nitromagnesite",33.5,0.0032753,39.4
"FT-01","nitromagnesite",33,0.00327729,39.4
"FT-01","nitromagnesite",32.5,0.00327843,39.4
"FT-01","nitromagnesite",32,0.00327908,39.4
"FT-01","nitromagnesite",31.5,0.00327946,39.4
"FT-01","nitromagnesite",31,0.00327967,39.4
"FT-01","nitromagnesite",30.5,0.0032798,39.4
"FT-01","nitromagnesite",30,0.00327987,39.4
"FT-01","nitromagnesite",29.5,0.00327991,39.4
"FT-01","nitromagnesite",29,0.00327993,39.4
"FT-01","nitromagnesite",28.5,0.00327994,39.4
"FT-01","nitromagnesite",28,0.00327995,39.4
"FT-01","nitromagnesite",27.5,0.00327996,39.4
"FT-01","nitromagnesite",27,0.00327996,39.4
"FT-01","nitromagnesite",26.5,0.00327996,39.4
"FT-01","nitromagnesite",26,0.00327996,39.4
"FT-01","nitromagnesite",25.5,0.00327996,39.4
"FT-01","nitromagnesite",25,0.00327996,39.4
"FT-01","nitromagnesite",24.5,0.00327996,39.4
"FT-01","nitromagnesite",24,0.00327996,39.4
"FT-01","nitromagnesite",23.5,0.00327996,39.4
"FT-01","nitromagnesite",23,0.00327996,39.4
"FT-01","nitromagnesite",22.5,0.00327996,39.4
"FT-01","nitromagnesite",22,0.00327996,39.4
"FT-01","nitromagnesite",21.5,0.00327996,39.4
"FT-01","nitromagnesite",21,0.00327996,39.4
"FT-01","nitromagnesite",20.5,0.00327996,39.4
"FT-01","nitromagnesite",20,0.00327996,39.4
"FT-01","nitromagnesite",19.5,0.00327996,39.4
"FT-01","nitromagnesite",19,0.00327996,39.4
"FT-01","nitromagnesite",18.5,0.00327996,39.4
"FT-01","nitromagnesite",18,0.00327996,39.4
"FT-01","nitromagnesite",17.5,0.00327996,39.4
"FT-01","nitromagnesite",17,0.00327996,39.4
"FT-01","nitromagnesite",16.5,0.00327996,39.4
"FT-01","nitromagnesite",16,0.00327996,39.4
"FT-01","nitromagnesite",15.5,0.00327996,39.4
"FT-01","nitromagnesite",15,0.00327996,39.4
"FT-01","bischofite",98,0,20
"FT-01","bischofite",97.5,0,20
"FT-01","bischofite",97,0,20
"FT-01","bischofite",96.5,0,20
"FT-01","bischofite",96,0,20
"FT-01","bischofite",95.5,0,20
"FT-01","bischofite",95,0,20
"FT-01","bischofite",94.5,0,20
"FT-01","bischofite",94,0,20
"FT-01","bischofite",93.5,0,20
"FT-01","bischofite",93,0,20
"FT-01","bischofite",92.5,0,20
"FT-01","bischofite",92,0,20
"FT-01","bischofite",91.5,0,20
"FT-01","bischofite",91,0,20
"FT-01","bischofite",90.5,0,20
"FT-01","bischofite",90,0,20
"FT-01","bischofite",89.5,0,20
"FT-01","bischofite",89,0,20
"FT-01","bischofite",88.5,0,20
"FT-01","bischofite",88,0,20
"FT-01","bischofite",87.5,0,20
"FT-01","bischofite",87,0,20
"FT-01","bischofite",86.5,0,20
"FT-01","bischofite",86,0,20
"FT-01","bischofite",85.5,0,20
"FT-01","bischofite",85,0,20
"FT-01","bischofite",84.5,0,20
"FT-01","bischofite",84,0,20
"FT-01","bischofite",83.5,0,20
"FT-01","bischofite",83,0,20
"FT-01","bischofite",82.5,0,20
"FT-01","bischofite",82,0,20
"FT-01","bischofite",81.5,0,20
"FT-01","bischofite",81,0,20
"FT-01","bischofite",80.5,0,20
"FT-01","bischofite",80,0,20
"FT-01","bischofite",79.5,0,20
"FT-01","bischofite",79,0,20
"FT-01","bischofite",78.5,0,20
"FT-01","bischofite",78,0,20
"FT-01","bischofite",77.5,0,20
"FT-01","bischofite",77,0,20
"FT-01","bischofite",76.5,0,20
"FT-01","bischofite",76,0,20
"FT-01","bischofite",75.5,0,20
"FT-01","bischofite",75,0,20
"FT-01","bischofite",74.5,0,20
"FT-01","bischofite",74,0,20
"FT-01","bischofite",73.5,0,20
"FT-01","bischofite",73,0,20
"FT-01","bischofite",72.5,0,20
"FT-01","bischofite",72,0,20
"FT-01","bischofite",71.5,0,20
"FT-01","bischofite",71,0,20
"FT-01","bischofite",70.5,0,20
"FT-01","bischofite",70,0,20
"FT-01","bischofite",69.5,0,20
"FT-01","bischofite",69,0,20
"FT-01","bischofite",68.5,0,20
"FT-01","bischofite",68,0,20
"FT-01","bischofite",67.5,0,20
"FT-01","bischofite",67,0,20
"FT-01","bischofite",66.5,0,20
"FT-01","bischofite",66,0,20
"FT-01","bischofite",65.5,0,20
"FT-01","bischofite",65,0,20
"FT-01","bischofite",64.5,0,20
"FT-01","bischofite",64,0,20
"FT-01","bischofite",63.5,0,20
"FT-01","bischofite",63,0,20
"FT-01","bischofite",62.5,0,20
"FT-01","bischofite",62,0,20
"FT-01","bischofite",61.5,0,20
"FT-01","bischofite",61,0,20
"FT-01","bischofite",60.5,0,20
"FT-01","bischofite",60,0,20
"FT-01","bischofite",59.5,0,20
"FT-01","bischofite",59,0,20
"FT-01","bischofite",58.5,0,20
"FT-01","bischofite",58,0,20
"FT-01","bischofite",57.5,0,20
"FT-01","bischofite",57,0,20
"FT-01","bischofite",56.5,0,20
"FT-01","bischofite",56,0,20
"FT-01","bischofite",55.5,0,20
"FT-01","bischofite",55,0,20
"FT-01","bischofite",54.5,0,20
"FT-01","bischofite",54,0,20
"FT-01","bischofite",53.5,0,20
"FT-01","bischofite",53,0,20
"FT-01","bischofite",52.5,0,20
"FT-01","bischofite",52,0,20
"FT-01","bischofite",51.5,0,20
"FT-01","bischofite",51,0,20
"FT-01","bischofite",50.5,0,20
"FT-01","bischofite",50,0,20
"FT-01","bischofite",49.5,0,20
"FT-01","bischofite",49,0,20
"FT-01","bischofite",48.5,0,20
"FT-01","bischofite",48,0,20
"FT-01","bischofite",47.5,0,20
"FT-01","bischofite",47,0,20
"FT-01","bischofite",46.5,0,20
"FT-01","bischofite",46,0,20
"FT-01","bischofite",45.5,0,20
"FT-01","bischofite",45,0,20
"FT-01","bischofite",44.5,0,20
"FT-01","bischofite",44,0,20
"FT-01","bischofite",43.5,0,20
"FT-01","bischofite",43,0,20
"FT-01","bischofite",42.5,0,20
"FT-01","bischofite",42,0,20
"FT-01","bischofite",41.5,0,20
"FT-01","bischofite",41,0,20
"FT-01","bischofite",40.5,0,20
"FT-01","bischofite",40,0,20
"FT-01","bischofite",39.5,0,20
"FT-01","bischofite",39,0,20
"FT-01","bischofite",38.5,0,20
"FT-01","bischofite",38,0,20
"FT-01","bischofite",37.5,0,20
"FT-01","bischofite",37,0,20
"FT-01","bischofite",36.5,0,20
"FT-01","bischofite",36,0,20
"FT-01","bischofite",35.5,0,20
"FT-01","bischofite",35,0,20
"FT-01","bischofite",34.5,0,20
"FT-01","bischofite",34,0,20
"FT-01","bischofite",33.5,0,20
"FT-01","bischofite",33,1e-08,20
"FT-01","bischofite",32.5,1e-08,20
"FT-01","bischofite",32,2e-08,20
"FT-01","bischofite",31.5,4e-08,20
"FT-01","bischofite",31,8e-08,20
"FT-01","bischofite",30.5,1.3e-07,20
"FT-01","bischofite",30,2.3e-07,20
"FT-01","bischofite",29.5,4e-07,20
"FT-01","bischofite",29,7e-07,20
"FT-01","bischofite",28.5,1.22e-06,20
"FT-01","bischofite",28,2.12e-06,20
"FT-01","bischofite",27.5,3.7e-06,20
"FT-01","bischofite",27,6.45e-06,20
"FT-01","bischofite",26.5,1.124e-05,20
"FT-01","bischofite",26,1.959e-05,20
"FT-01","bischofite",25.5,3.41e-05,20
"FT-01","bischofite",25,5.934e-05,20
"FT-01","bischofite",24.5,0.00010313,20
"FT-01","bischofite",24,0.00017886,20
"FT-01","bischofite",23.5,0.00030907,20
"FT-01","bischofite",23,0.00053077,20
"FT-01","bischofite",22.5,0.000902,20
"FT-01","bischofite",22,0.00150659,20
"FT-01","bischofite",21.5,0.00244803,20
"FT-01","bischofite",21,0.00381628,20
"FT-01","bischofite",20.5,0.00561779,20
"FT-01","bischofite",20,0.00770455,20
"FT-01","bischofite",19.5,0.0097913,20
"FT-01","bischofite",19,0.01159282,20
"FT-01","bischofite",18.5,0.01296107,20
"FT-01","bischofite",18,0.01390251,20
"FT-01","bischofite",17.5,0.01450709,20
"FT-01","bischofite",17,0.01487833,20
"FT-01","bischofite",16.5,0.01510003,20
"FT-01","bischofite",16,0.01523024,20
"FT-01","bischofite",15.5,0.01530596,20
"FT-01","bischofite",15,0.01534975,20
"FT-01","water",98,52.89227438,20
"FT-01","water",97.5,42.09770486,20
"FT-01","water",97,34.90118699,20
"FT-01","water",96.5,29.76061203,20
"FT-01","water",96,25.90487057,20
"FT-01","water",95.5,22.90548462,20
"FT-01","water",95,20.5052392,20
"FT-01","water",94.5,18.54025711,20
"FT-01","water",94,16.90099612,20
"FT-01","water",93.5,15.51120402,20
"FT-01","water",93,14.31587359,20
"FT-01","water",92.5,13.27409153,20
"FT-01","water",92,12.35486971,20
"FT-01","water",91.5,11.53506472,20
"FT-01","water",91,10.79863008,20
"FT-01","water",90.5,10.13580362,20
"FT-01","water",90,9.54071371,20
"FT-01","water",89.5,9.00796061,20
"FT-01","water",89,8.53069703,20
"FT-01","water",88.5,8.10110473,20
"FT-01","water",88,7.71171737,20
"FT-01","water",87.5,7.35620299,20
"FT-01","water",87,7.02945891,20
"FT-01","water",86.5,6.72737406,20
"FT-01","water",86,6.44652826,20
"FT-01","water",85.5,6.18393968,20
"FT-01","water",85,5.93690932,20
"FT-01","water",84.5,5.70302824,20
"FT-01","water",84,5.48043691,20
"FT-01","water",83.5,5.26830025,20
"FT-01","water",83,5.06707935,20
"FT-01","water",82.5,4.87799634,20
"FT-01","water",82,4.70186304,20
"FT-01","water",81.5,4.5383504,20
"FT-01","water",81,4.38621464,20
"FT-01","water",80.5,4.24392383,20
"FT-01","water",80,4.11009045,20
"FT-01","water",79.5,3.98360959,20
"FT-01","water",79,3.86363722,20
"FT-01","water",78.5,3.74952443,20
"FT-01","water",78,3.64075719,20
"FT-01","water",77.5,3.53691329,20
"FT-01","water",77,3.43763412,20
"FT-01","water",76.5,3.34260699,20
"FT-01","water",76,3.2515538,20
"FT-01","water",75.5,3.16422373,20
"FT-01","water",75,3.08038815,20
"FT-01","water",74.5,2.99983685,20
"FT-01","water",74,2.92237478,20
"FT-01","water",73.5,2.84781893,20
"FT-01","water",73,2.77599479,20
"FT-01","water",72.5,2.70673155,20
"FT-01","water",72,2.63985521,20
"FT-01","water",71.5,2.57517773,20
"FT-01","water",71,2.51247944,20
"FT-01","water",70.5,2.45147982,20
"FT-01","water",70,2.39178887,20
"FT-01","water",69.5,2.33282581,20
"FT-01","water",69,2.27368442,20
"FT-01","water",68.5,2.21291391,20
"FT-01","water",68,2.14817423,20
"FT-01","water",67.5,2.07572957,20
"FT-01","water",67,1.9898046,20
"FT-01","water",66.5,1.88204378,20
"FT-01","water",66,1.74183596,20
"FT-01","water",65.5,1.5590478,20
"FT-01","water",65,1.33065692,20
"FT-01","water",64.5,1.06923541,20
"FT-01","water",64,0.80456853,20
"FT-01","water",63.5,0.57112473,20
"FT-01","water",63,0.39033037,20
"FT-01","water",62.5,0.2643539,20
"FT-01","water",62,0.18296288,20
"FT-01","water",61.5,0.13283454,20
"FT-01","water",61,0.10273578,20
"FT-01","water",60.5,0.08479655,20
"FT-01","water",60,0.07401139,20
"FT-01","water",59.5,0.06736266,20
"FT-01","water",59,0.06308507,20
"FT-01","water",58.5,0.06016339,20
"FT-01","water",58,0.05801924,20
"FT-01","water",57.5,0.05632478,20
"FT-01","water",57,0.05489461,20
"FT-01","water",56.5,0.05362391,20
"FT-01","water",56,0.05245332,20
"FT-01","water",55.5,0.05134911,20
"FT-01","water",55,0.05029199,20
"FT-01","water",54.5,0.04927078,20
"FT-01","water",54,0.04827891,20
"FT-01","water",53.5,0.04731239,20
"FT-01","water",53,0.04636868,20
"FT-01","water",52.5,0.04544612,20
"FT-01","water",52,0.04454348,20
"FT-01","water",51.5,0.04365986,20
"FT-01","water",51,0.0427945,20
"FT-01","water",50.5,0.04194674,20
"FT-01","water",50,0.04111599,20
"FT-01","water",49.5,0.04030172,20
"FT-01","water",49,0.03950341,20
"FT-01","water",48.5,0.03872057,20
"FT-01","water",48,0.0379527,20
"FT-01","water",47.5,0.03719932,20
"FT-01","water",47,0.03645992,20
"FT-01","water",46.5,0.03573392,20
"FT-01","water",46,0.03502066,20
"FT-01","water",45.5,0.03431929,20
"FT-01","water",45,0.03362861,20
"FT-01","water",44.5,0.03294688,20
"FT-01","water",44,0.03227139,20
"FT-01","water",43.5,0.03159785,20
"FT-01","water",43,0.03091937,20
"FT-01","water",42.5,0.03022504,20
"FT-01","water",42,0.0294982,20
"FT-01","water",41.5,0.02871519,20
"FT-01","water",41,0.02784711,20
"FT-01","water",40.5,0.02686884,20
"FT-01","water",40,0.02577865,20
"FT-01","water",39.5,0.02461941,20
"FT-01","water",39,0.02347617,20
"FT-01","water",38.5,0.02243684,20
"FT-01","water",38,0.02154823,20
"FT-01","water",37.5,0.02080769,20
"FT-01","water",37,0.02018486,20
"FT-01","water",36.5,0.01964485,20
"FT-01","water",36,0.01915952,20
"FT-01","water",35.5,0.01870959,20
"FT-01","water",35,0.01828289,20
"FT-01","water",34.5,0.01787208,20
"FT-01","water",34,0.01747283,20
"FT-01","water",33.5,0.01708261,20
"FT-01","water",33,0.01669991,20
"FT-01","water",32.5,0.01632384,20
"FT-01","water",32,0.01595383,20
"FT-01","water",31.5,0.01558952,20
"FT-01","water",31,0.01523065,20
"FT-01","water",30.5,0.01487702,20
"FT-01","water",30,0.01452845,20
"FT-01","water",29.5,0.01418479,20
"FT-01","water",29,0.01384588,20
"FT-01","water",28.5,0.01351154,20
"FT-01","water",28,0.01318153,20
"FT-01","water",27.5,0.01285554,20
"FT-01","water",27,0.01253311,20
"FT-01","water",26.5,0.01221354,20
"FT-01","water",26,0.01189568,20
"FT-01","water",25.5,0.01157768,20
"FT-01","water",25,0.01125649,20
"FT-01","water",24.5,0.01092704,20
"FT-01","water",24,0.01058101,20
"FT-01","water",23.5,0.01020485,20
"FT-01","water",23,0.00977719,20
"FT-01","water",22.5,0.00926582,20
"FT-01","water",22,0.00862668,20
"FT-01","water",21.5,0.00780966,20
"FT-01","water",21,0.0067796,20
"FT-01","water",20.5,0.00555456,20
"FT-01","water",20,0.0042375,20
"FT-01","water",19.5,0.00299383,20
"FT-01","water",19,0.00196939,20
"FT-01","water",18.5,0.00122251,20
"FT-01","water",18,0.00072757,20
"FT-01","water",17.5,0.00042093,20
"FT-01","water",17,0.00023917,20
"FT-01","water",16.5,0.00013436,20
"FT-01","water",16,7.495e-05,20
"FT-01","water",15.5,4.162e-05,20
"FT-01","water",15,2.304e-05,20
"BS-05","niter",98,4.584e-05,90.6
"BS-05","niter",97.5,7.988e-05,90.6
"BS-05","niter",97,0.00013918,90.6
"BS-05","niter",96.5,0.00024243,90.6
"BS-05","niter",96,0.00042208,90.6
"BS-05","niter",95.5,0.0007343,90.6
"BS-05","niter",95,0.00127575,90.6
"BS-05","niter",94.5,0.00221124,90.6
"BS-05","niter",94,0.00381725,90.6
"BS-05","niter",93.5,0.0065444,90.6
"BS-05","niter",93,0.01109042,90.6
"BS-05","niter",92.5,0.01843958,90.6
"BS-05","niter",92,0.02975099,90.6
"BS-05","niter",91.5,0.04590906,90.6
"BS-05","niter",91,0.06669059,90.6
"BS-05","niter",90.5,0.09008828,90.6
"BS-05","niter",90,0.11279297,90.6
"BS-05","niter",89.5,0.13186014,90.6
"BS-05","niter",89,0.14602298,90.6
"BS-05","niter",88.5,0.15561274,90.6
"BS-05","niter",88,0.16170582,90.6
"BS-05","niter",87.5,0.16542213,90.6
"BS-05","niter",87,0.16763252,90.6
"BS-05","niter",86.5,0.16892761,90.6
"BS-05","niter",86,0.16967975,90.6
"BS-05","niter",85.5,0.17011432,90.6
"BS-05","niter",85,0.17036467,90.6
"BS-05","niter",84.5,0.17050864,90.6
"BS-05","niter",84,0.17059135,90.6
"BS-05","niter",83.5,0.17063884,90.6
"BS-05","niter",83,0.1706661,90.6
"BS-05","niter",82.5,0.17068175,90.6
"BS-05","niter",82,0.17069073,90.6
"BS-05","niter",81.5,0.17069588,90.6
"BS-05","niter",81,0.17069883,90.6
"BS-05","niter",80.5,0.17070053,90.6
"BS-05","niter",80,0.1707015,90.6
"BS-05","niter",79.5,0.17070206,90.6
"BS-05","niter",79,0.17070238,90.6
"BS-05","niter",78.5,0.17070257,90.6
"BS-05","niter",78,0.17070267,90.6
"BS-05","niter",77.5,0.17070273,90.6
"BS-05","niter",77,0.17070277,90.6
"BS-05","niter",76.5,0.17070279,90.6
"BS-05","niter",76,0.1707028,90.6
"BS-05","niter",75.5,0.1707028,90.6
"BS-05","niter",75,0.17070281,90.6
"BS-05","niter",74.5,0.17070281,90.6
"BS-05","niter",74,0.17070281,90.6
"BS-05","niter",73.5,0.17070281,90.6
"BS-05","niter",73,0.17070281,90.6
"BS-05","niter",72.5,0.17070281,90.6
"BS-05","niter",72,0.17070281,90.6
"BS-05","niter",71.5,0.17070281,90.6
"BS-05","niter",71,0.17070281,90.6
"BS-05","niter",70.5,0.17070281,90.6
"BS-05","niter",70,0.17070281,90.6
"BS-05","niter",69.5,0.17070281,90.6
"BS-05","niter",69,0.17070281,90.6
"BS-05","niter",68.5,0.17070281,90.6
"BS-05","niter",68,0.17070281,90.6
"BS-05","niter",67.5,0.17070281,90.6
"BS-05","niter",67,0.17070281,90.6
"BS-05","niter",66.5,0.17070281,90.6
"BS-05","niter",66,0.17070281,90.6
"BS-05","niter",65.5,0.17070281,90.6
"BS-05","niter",65,0.17070281,90.6
"BS-05","niter",64.5,0.17070281,90.6
"BS-05","niter",64,0.17070281,90.6
"BS-05","niter",63.5,0.17070281,90.6
"BS-05","niter",63,0.17070281,90.6
"BS-05","niter",62.5,0.17070281,90.6
"BS-05","niter",62,0.17070281,90.6
"BS-05","niter",61.5,0.17070281,90.6
"BS-05","niter",61,0.17070281,90.6
"BS-05","niter",60.5,0.17070281,90.6
"BS-05","niter",60,0.17070281,90.6
"BS-05","niter",59.5,0.17070281,90.6
"BS-05","niter",59,0.17070281,90.6
"BS-05","niter",58.5,0.17070281,90.6
"BS-05","niter",58,0.17070281,90.6
"BS-05","niter",57.5,0.17070281,90.6
"BS-05","niter",57,0.17070281,90.6
"BS-05","niter",56.5,0.17070281,90.6
"BS-05","niter",56,0.17070281,90.6
"BS-05","niter",55.5,0.17070281,90.6
"BS-05","niter",55,0.17070281,90.6
"BS-05","niter",54.5,0.17070281,90.6
"BS-05","niter",54,0.17070281,90.6
"BS-05","niter",53.5,0.17070281,90.6
"BS-05","niter",53,0.17070281,90.6
"BS-05","niter",52.5,0.17070281,90.6
"BS-05","niter",52,0.17070281,90.6
"BS-05","niter",51.5,0.17070281,90.6
"BS-05","niter",51,0.17070281,90.6
"BS-05","niter",50.5,0.17070281,90.6
"BS-05","niter",50,0.17070281,90.6
"BS-05","niter",49.5,0.17070281,90.6
"BS-05","niter",49,0.17070281,90.6
"BS-05","niter",48.5,0.17070281,90.6
"BS-05","niter",48,0.17070281,90.6
"BS-05","niter",47.5,0.17070281,90.6
"BS-05","niter",47,0.17070281,90.6
"BS-05","niter",46.5,0.17070281,90.6
"BS-05","niter",46,0.17070281,90.6
"BS-05","niter",45.5,0.17070281,90.6
"BS-05","niter",45,0.17070281,90.6
"BS-05","niter",44.5,0.17070281,90.6
"BS-05","niter",44,0.17070281,90.6
"BS-05","niter",43.5,0.17070281,90.6
"BS-05","niter",43,0.17070281,90.6
"BS-05","niter",42.5,0.17070281,90.6
"BS-05","niter",42,0.17070281,90.6
"BS-05","niter",41.5,0.17070281,90.6
"BS-05","niter",41,0.17070281,90.6
"BS-05","niter",40.5,0.17070281,90.6
"BS-05","niter",40,0.17070281,90.6
"BS-05","niter",39.5,0.17070281,90.6
"BS-05","niter",39,0.17070281,90.6
"BS-05","niter",38.5,0.17070281,90.6
"BS-05","niter",38,0.17070281,90.6
"BS-05","niter",37.5,0.17070281,90.6
"BS-05","niter",37,0.17070281,90.6
"BS-05","niter",36.5,0.17070281,90.6
"BS-05","niter",36,0.17070281,90.6
"BS-05","niter",35.5,0.17070281,90.6
"BS-05","niter",35,0.17070281,90.6
"BS-05","niter",34.5,0.17070281,90.6
"BS-05","niter",34,0.17070281,90.6
"BS-05","niter",33.5,0.17070281,90.6
"BS-05","niter",33,0.17070281,90.6
"BS-05","niter",32.5,0.17070281,90.6
"BS-05","niter",32,0.17070281,90.6
"BS-05","niter",31.5,0.17070281,90.6
"BS-05","niter",31,0.17070281,90.6
"BS-05","niter",30.5,0.17070281,90.6
"BS-05","niter",30,0.17070281,90.6
"BS-05","niter",29.5,0.17070281,90.6
"BS-05","niter",29,0.17070281,90.6
"BS-05","niter",28.5,0.17070281,90.6
"BS-05","niter",28,0.17070281,90.6
"BS-05","niter",27.5,0.17070281,90.6
"BS-05","niter",27,0.17070281,90.6
"BS-05","niter",26.5,0.17070281,90.6
"BS-05","niter",26,0.17070281,90.6
"BS-05","niter",25.5,0.17070281,90.6
"BS-05","niter",25,0.17070281,90.6
"BS-05","niter",24.5,0.17070281,90.6
"BS-05","niter",24,0.17070281,90.6
"BS-05","niter",23.5,0.17070281,90.6
"BS-05","niter",23,0.17070281,90.6
"BS-05","niter",22.5,0.17070281,90.6
"BS-05","niter",22,0.17070281,90.6
"BS-05","niter",21.5,0.17070281,90.6
"BS-05","niter",21,0.17070281,90.6
"BS-05","niter",20.5,0.17070281,90.6
"BS-05","niter",20,0.17070281,90.6
"BS-05","niter",19.5,0.17070281,90.6
"BS-05","niter",19,0.17070281,90.6
"BS-05","niter",18.5,0.17070281,90.6
"BS-05","niter",18,0.17070281,90.6
"BS-05","niter",17.5,0.17070281,90.6
"BS-05","niter",17,0.17070281,90.6
"BS-05","niter",16.5,0.17070281,90.6
"BS-05","niter",16,0.17070281,90.6
"BS-05","niter",15.5,0.17070281,90.6
"BS-05","niter",15,0.17070281,90.6
"BS-05","epsomite",98,0,83.1
"BS-05","epsomite",97.5,0,83.1
"BS-05","epsomite",97,0,83.1
"BS-05","epsomite",96.5,1e-08,83.1
"BS-05","epsomite",96,1e-08,83.1
"BS-05","epsomite",95.5,2e-08,83.1
"BS-05","epsomite",95,3e-08,83.1
"BS-05","epsomite",94.5,5e-08,83.1
"BS-05","epsomite",94,9e-08,83.1
"BS-05","epsomite",93.5,1.6e-07,83.1
"BS-05","epsomite",93,2.7e-07,83.1
"BS-05","epsomite",92.5,4.8e-07,83.1
"BS-05","epsomite",92,8.3e-07,83.1
"BS-05","epsomite",91.5,1.45e-06,83.1
"BS-05","epsomite",91,2.53e-06,83.1
"BS-05","epsomite",90.5,4.4e-06,83.1
"BS-05","epsomite",90,7.67e-06,83.1
"BS-05","epsomite",89.5,1.337e-05,83.1
"BS-05","epsomite",89,2.328e-05,83.1
"BS-05","epsomite",88.5,4.054e-05,83.1
"BS-05","epsomite",88,7.053e-05,83.1
"BS-05","epsomite",87.5,0.00012253,83.1
"BS-05","epsomite",87,0.00021239,83.1
"BS-05","epsomite",86.5,0.00036664,83.1
"BS-05","epsomite",86,0.00062858,83.1
"BS-05","epsomite",85.5,0.00106522,83.1
"BS-05","epsomite",85,0.00177109,83.1
"BS-05","epsomite",84.5,0.00285754,83.1
"BS-05","epsomite",84,0.00440949,83.1
"BS-05","epsomite",83.5,0.00640553,83.1
"BS-05","epsomite",83,0.00865284,83.1
"BS-05","epsomite",82.5,0.01083359,83.1
"BS-05","epsomite",82,0.01266496,83.1
"BS-05","epsomite",81.5,0.01402528,83.1
"BS-05","epsomite",81,0.01494636,83.1
"BS-05","epsomite",80.5,0.01553159,83.1
"BS-05","epsomite",80,0.01588854,83.1
"BS-05","epsomite",79.5,0.01610084,83.1
"BS-05","epsomite",79,0.01622523,83.1
"BS-05","epsomite",78.5,0.01629747,83.1
"BS-05","epsomite",78,0.01633921,83.1
"BS-05","epsomite",77.5,0.01636326,83.1
"BS-05","epsomite",77,0.01637709,83.1
"BS-05","epsomite",76.5,0.01638503,83.1
"BS-05","epsomite",76,0.01638959,83.1
"BS-05","epsomite",75.5,0.01639221,83.1
"BS-05","epsomite",75,0.01639371,83.1
"BS-05","epsomite",74.5,0.01639458,83.1
"BS-05","epsomite",74,0.01639507,83.1
"BS-05","epsomite",73.5,0.01639535,83.1
"BS-05","epsomite",73,0.01639552,83.1
"BS-05","epsomite",72.5,0.01639561,83.1
"BS-05","epsomite",72,0.01639566,83.1
"BS-05","epsomite",71.5,0.0163957,83.1
"BS-05","epsomite",71,0.01639571,83.1
"BS-05","epsomite",70.5,0.01639572,83.1
"BS-05","epsomite",70,0.01639573,83.1
"BS-05","epsomite",69.5,0.01639573,83.1
"BS-05","epsomite",69,0.01639573,83.1
"BS-05","epsomite",68.5,0.01639574,83.1
"BS-05","epsomite",68,0.01639574,83.1
"BS-05","epsomite",67.5,0.01639574,83.1
"BS-05","epsomite",67,0.01639574,83.1
"BS-05","epsomite",66.5,0.01639574,83.1
"BS-05","epsomite",66,0.01639574,83.1
"BS-05","epsomite",65.5,0.01639574,83.1
"BS-05","epsomite",65,0.01639574,83.1
"BS-05","epsomite",64.5,0.01639574,83.1
"BS-05","epsomite",64,0.01639574,83.1
"BS-05","epsomite",63.5,0.01639574,83.1
"BS-05","epsomite",63,0.01639574,83.1
"BS-05","epsomite",62.5,0.01639574,83.1
"BS-05","epsomite",62,0.01639574,83.1
"BS-05","epsomite",61.5,0.01639574,83.1
"BS-05","epsomite",61,0.01639574,83.1
"BS-05","epsomite",60.5,0.01639574,83.1
"BS-05","epsomite",60,0.01639574,83.1
"BS-05","epsomite",59.5,0.01639574,83.1
"BS-05","epsomite",59,0.01639574,83.1
"BS-05","epsomite",58.5,0.01639574,83.1
"BS-05","epsomite",58,0.01639574,83.1
"BS-05","epsomite",57.5,0.01639574,83.1
"BS-05","epsomite",57,0.01639574,83.1
"BS-05","epsomite",56.5,0.01639574,83.1
"BS-05","epsomite",56,0.01639574,83.1
"BS-05","epsomite",55.5,0.01639574,83.1
"BS-05","epsomite",55,0.01639574,83.1
"BS-05","epsomite",54.5,0.01639574,83.1
"BS-05","epsomite",54,0.01639574,83.1
"BS-05","epsomite",53.5,0.01639574,83.1
"BS-05","epsomite",53,0.01639574,83.1
"BS-05","epsomite",52.5,0.01639574,83.1
"BS-05","epsomite",52,0.01639574,83.1
"BS-05","epsomite",51.5,0.01639574,83.1
"BS-05","epsomite",51,0.01639574,83.1
"BS-05","epsomite",50.5,0.01639574,83.1
"BS-05","epsomite",50,0.01639574,83.1
"BS-05","epsomite",49.5,0.01639574,83.1
"BS-05","epsomite",49,0.01639574,83.1
"BS-05","epsomite",48.5,0.01639574,83.1
"BS-05","epsomite",48,0.01639574,83.1
"BS-05","epsomite",47.5,0.01639574,83.1
"BS-05","epsomite",47,0.01639574,83.1
"BS-05","epsomite",46.5,0.01639574,83.1
"BS-05","epsomite",46,0.01639574,83.1
"BS-05","epsomite",45.5,0.01639574,83.1
"BS-05","epsomite",45,0.01639574,83.1
